function,equanimity_subsets,equanimity_subsets_normalized,equanimity_importance,entanglement,
1001110011100111000100000110101000010011010011000100011001010111110101000101101010010110100010110100011011001001111111111111000011000111101111001100010010010101111011111000000101101101011000001011110111100001001111010010001001100101010101110011011110100101110000100010011011010011001101011111101100000110010101010110000010110111100111111110111001111000010010101111001001101111000111011001000011010100101111111100100101010110101111010111101110000111011101011100111001100100001101001110000110001111011000011011011001001100000000111110010100111011011011000011111010000111111001110000011100000100000001101000011101101011110011100111111010111100110011110010011101001100001111011010011101011000010111010110100101001000010001101011001101110110000010001001111000001111001011010101011000011011010101111110110111100011111101010001001000111111001010011100000111010011100011111101111000100100101010110110001101011000011001110110100100001000100110110001010000111011101100000011,-140.073,0.802649,0.504687,64
1000010110000111001110111101011010000011101110100010110100111100000110101000101101010101101010001001001100110111011110110111010100110010100011000111111101000001101100100101011010000001010010100111000000111110110011010101111111010010111011000110011010101101001111100101100011000000010110001001111111110111100101110110101000111011111101111001001111010011000010001101110011000100111111001101110010000111010101101100000111011101010011110100111000100110111110110010111100001100010010101100100001011110101001100000101000110110101011101111101011111101010010010111011111110101111010101001010010100011000110101011110011001011010011001000101110110011100110010011011010010011010000011001100010110101110011011111101101011001110011011001010111101111011100111000111111011111010010111111100110001011110100101100110110101000000100011111000101010000011101111101111101101111110010101101001011101101000101111001111100011110100101001100000101101110011010011010111010000011011111,-165.382,0.802171,0.503125,64
0111111101000111101001110111100111110001101000110101110000110111101101100100010100011000001100111100111011111101110011101011111010001110010101111100011011111010000010001001110111001111000110010111101010110101000010010111010110001111100100001010100001110001111111010111010100011111100101000001110100100000111100011110010111100001001110001011100001110001000110011000100110100001000101011101010011000101001100100000101000110011110010101011110010110101011001010010011011110001010011101101101011101000110111110111001010111110011001100111001010010011010110011101010111101110011100111001100100000101111101011001010010110110100010111000110110101011111011100101101000010100010010011110110100111000011001100010101000011010001101100000101101101111110001001110110010100001111101110110010001011000111000011111101100001010111111010011010110001000000001101101111110111011100111100110001101011111010111100100011101110011111110011010010001110101111010001101011,-152.67,0.801575,0.502344,64
000011010010000111100000001110010101010100011101000101010010010100111001011000000000000011001101101011010010011001110101111100101011101100001000000010110001010010011110011001100010011011111110111010100000011001001000011101010010000000110011010000110101010111111110110100110100011011001100010000000100011110101001101101101101111101110100101111011111000111000101101100011001011111110101101001111010111011001111011101100101010000101100011111110111001010101110100011010000110101011010111010100010011111011010110111101011010111010111000001101101100100100110011100101100111011011000000000010000101000000101110010110000111111011100000010010101010010011101101100111011111100111000010111111101100101110000100101011110001011101011100111100001011001101000111000010100110000110010101100000110000011010001110001011011110110110111111100001010000110010001001010011010011000111100000101001011101000111100011001111111100010100100111110100110101101011111111110111000110111011,-188.93,0.798869,0.492969,64
1000010101101011110101111000100111011111001100000111110111111001101011101101011000001111010100110111110101101001010110010011010010111011000100101001011100000001101001101110101011100000100000101010100100101011011110010111010010111110010010001111111110111011001101101111110111010001101111111110001111001100100001110011110110101000111111101100001100101000011001010110110011101101011110000000111011011100011110011100001100011010111110000101110001000100000111000001011101101011000101001010100100011010001000000110100111110110001011001011100101111001010000100101100001111011001011011111011011110001100101001110110011001100100001011010011110111101010110100011011110011100100000111111000111101011010101010001101010011111111010111010100010111000001011101111000100011111011010001110010100000010001111111011000010010101001011001110001000011100101010111000001010110111000010110111111011100110110101010101010101011000010011010101010000011101100000100011011010011011111,-177.107,0.802203,0.510547,64
100010101000100100101000110001000000011000001110110001010111011000100100100111001001110001010110110000110110010101000110010011001110011001011001111111000000101001101001111001010100111111001110001110001000111110001001011111001011011010101100011111100000110111001001011111000010110111011000101110111100111111110000000001011111001000011110001000111001001101011011100100000011000110011011001011011011111011111101011111100011100010011010010010001101010101011101111100100001101011001111001100100111110000111101110010010010000000111011101100000101001100000101101111101011110001111110011001010010010001110011000101100101111111011111011110011100110111000011110110001101010011000011110110111001100001101010010111101111111011111011100010101010101101000111011101111011101100001100010111111110111010010010000011010010000110010110011110001011111101001100010010110101000101001101111001111000101111010011101100010000010010000001100010011011000011011100001101010101,-144.486,0.797954,0.492969,64
1010100110110110110111110101101001111010110101001110110101110101111010000001111000000011001101101100010000100011110111110111001110011100000010011101100001011111000101011100001111001100011011111000110000101111111100000010101111101001110111000011101101011010010100110011111011010110000100011000110100100100010010100111111001011110111001110110011011010101010001000111101110100000111010011011111111110001011101100110001010010100001011101101110111010110110001111100010011111011001111110110000011000010111010000010011101000000101101110001110001101101011011011111001111011110111010000010101011100001001100110101001111000001111111100010110111100111001101000000001101110011111000110110111011110001010100100110001011110101110001111100101001111101111000111010101110001000001010100101100111101011010111101111111101011001000100001110011010111001011000101111001111011010101101011000101001110101110010000010011001011101110101010101000010011001001110111101100001111,-139.904,0.802153,0.502344,64
001000010000110000000001100011111110101110001101001011110010100000111110011000011011011110110011101101010011001110111011011010110011001110111000011101100000011111001101111010111100111010101110001110110000110000111100100110110111000000010011011010011011100001010101100110111100100110010010110101000111011110100110111010111001011010011111111111110100101111111010111011011000010111100100010000011100101011010110110101101101101111100100010001100100110111101100001011100111110110101001001000111011100111010011100011101100100010110110100010100111101101000011101011100000000010001110111000011101101011001010011111011011110000010000010111111011100110010001111010011101100101111100101111111100100100001110111001111100111101001001000001110111111011111100110110111110010110011100100100011001011100011101111111110101010110101001010111011100101000000110001110110000100000010000010101101011001000000100100110101001101100011111110000100110100110001110011110110000110110110011001001,-130.854,0.799013,0.495703,64
100110101101011110011110101011100011010111111011011011111111100010000000101000011100100000100101001101101010011001110100110011001010010011101001101100110100110000011001110011000111100111011101001111010101100111001001011001000100100100100111101111011110010001111110010001000010010100000100010010010011110010010100110111100010000100001101100101101001000010101101100101100001100010010001100011111001000001000111001111001101001111111011100001011011111110111111001000100100101001011101001101101111011101111111101110101110000101001000110000010010001111101110000001011011111101011111001000100001100101111011111011010111101111111011010100100111001110111101001111000101011001100100111100110001100010111000101011100110000110111100001001000001000111011100001000111101100101011111100010011011111111101011101011111111101001111011101100110010111010110000010010100000100001110111101001001100110101100001101010011010110001101000000000100010011111100111110000110101111110011110000011,-298.678,0.795133,0.489063,64
0011010111101110111011011111110111001100110111010111000110111011111000011101001000010011010100000010011001011111010111101101101001100101110100110001010110111010010011100011011111010000110110001011010011000100011100100001100011101110010101011100010000000110111011000101110001111011011011000111100101001110100000010011111000001000110101011011000100101101111010010000111110000010111001101000110110111101101001111100111000110100100111100101000101011010011111001110011111110001100110010111110110010010001011110111011010001111100100010010100110111011101111001110001101001101000011101101111010110101011010101101111101011100110001110110011111000110100011001000010101000010010010110100111111111111011000100110111000001111101001011010001000001010111000110101101000110100101110001000110010011110100111101011101000001000001000100111111101101110110111100111011001111101001100101010100110010011011011111010111111110110111011011100101010001100100101111101010011011000011111111110101011000111,-116.329,0.799464,0.491016,64
